股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌额,换手率,涨跌幅
1,2024-05-13,1143.157992,1150.4993736,1154.6944488,1133.7190728,140249860.0,1530058919.54,1.82815356489944,3.1463063999999576,0.7227,0.2742
1,2024-05-14,1153.64568,1144.2067608,1159.9382928,1141.0604544,107578391.0,1176577328.23,1.6408386508659958,-6.292612799999915,0.5544,-0.5469
1,2024-05-15,1143.157992,1135.8166104,1145.2555296,1133.7190728,86829660.0,942907950.5,1.008249312557287,-8.390150400000039,0.4474,-0.7333
1,2024-05-16,1137.914148,1171.4747496,1175.6698248,1135.8166104,307629165.0,3410151917.15,3.5087719298245674,35.65813920000005,1.5853,3.1394
1,2024-05-17,1172.5235184,1197.6939696,1197.6939696,1167.2796744,284174885.0,3200736554.36,2.5962399283795854,26.21921999999995,1.4644,2.2381
1,2024-05-20,1198.7427384,1193.4988944,1209.2304264,1186.1575128,217021030.0,2475290152.11,1.9264448336252185,-4.195075200000019,1.1183,-0.3503
1,2024-05-21,1187.2062816,1211.327964,1218.6693456,1186.1575128,203004941.0,2336192874.97,2.724077328646757,17.82906960000014,1.0461,1.4938
1,2024-05-22,1212.3767328,1212.3767328,1231.2545712,1201.8890448,211553138.0,2458448969.66,2.4242424242424354,1.0487687999998343,1.0902,0.0866
1,2024-05-23,1209.2304264,1195.596432,1215.5230392,1192.4501256,184162290.0,2110799281.76,1.9031141868512107,-16.78030079999985,0.949,-1.3841
1,2024-05-24,1192.4501256,1186.1575128,1205.0353512,1185.108744,139827584.0,1593330336.42,1.6666666666666694,-9.4389192000001,0.7206,-0.7895
1,2024-05-27,1186.1575128,1207.1328888,1209.2304264,1186.1575128,145436143.0,1663272117.57,1.9451812555260823,20.975376000000097,0.7495,1.7683
1,2024-05-28,1206.08412,1195.596432,1214.4742704,1191.4013568,120432285.0,1377107203.91,1.9113814074717632,-11.536456799999996,0.6206,-0.9557
1,2024-05-29,1193.4988944,1180.9136688,1200.840276,1177.7673624,144481111.0,1635445613.13,1.929824561403508,-14.682763199999954,0.7445,-1.2281
1,2024-05-30,1178.8161312,1166.2309056,1189.3038192,1159.9382928,132549635.0,1481608711.02,2.486678507992888,-14.68276320000018,0.6831,-1.2433
1,2024-05-31,1168.3284432,1165.1821368,1173.5722872,1165.1821368,82670676.0,921248145.59,0.7194244604316385,-1.0487687999998343,0.426,-0.0899
1,2024-06-03,1166.2309056,1151.5481424,1167.2796744,1144.2067608,132669675.0,1456086023.62,1.9801980198019795,-13.63399440000012,0.6837,-1.1701
1,2024-06-04,1148.401836,1155.7432176,1158.889524,1144.2067608,98100495.0,1079356560.61,1.275045537340615,4.195075200000019,0.5055,0.3643
1,2024-06-05,1157.8407552,1140.0116856,1160.9870616,1140.0116856,101896775.0,1114155998.81,1.814882032667885,-15.731532000000016,0.5251,-1.3612
1,2024-06-06,1143.157992,1143.157992,1151.5481424,1141.0604544,104933153.0,1145989425.79,0.9199632014719352,3.1463063999999576,0.5407,0.276
1,2024-06-07,1145.2555296,1152.5969112,1154.6944488,1142.1092232,117012604.0,1281662985.8,1.100917431192646,9.4389192000001,0.603,0.8257
1,2024-06-11,1151.5481424,1140.0116856,1155.7432176,1131.6215352,133762854.0,1452841956.89,2.092811646951779,-12.585225600000058,0.6893,-1.0919
1,2024-06-12,1137.914148,1141.0604544,1144.2067608,1130.5727664,95742635.0,1037927497.39,1.195952161913514,1.0487688000000617,0.4934,0.092
1,2024-06-13,1142.1092232,1132.670304,1146.3042984,1132.670304,120350779.0,1304403407.05,1.194852941176481,-8.390150400000039,0.6202,-0.7353
1,2024-06-14,1140.5365804,1143.90762448,1149.52603128,1122.55767864,163799047.0,1657433954.94,2.380952380952394,11.236813600000003,0.8441,0.9921
1,2024-06-17,1138.28921768,1134.9181736,1141.66026176,1132.67081088,68121702.0,688669914.12,0.7858546168958586,-8.98945088000005,0.351,-0.7859
1,2024-06-18,1136.04185496,1132.67081088,1141.66026176,1128.17608544,70065308.0,707829471.51,1.1881188118811847,-2.2473627199999555,0.3611,-0.198
1,2024-06-19,1134.9181736,1140.5365804,1147.27866856,1132.67081088,79618418.0,807676192.22,1.2896825396825242,7.865769519999958,0.4103,0.6944
1,2024-06-20,1141.66026176,1129.2997668,1142.78394312,1129.2997668,62962757.0,635070262.4,1.182266009852213,-11.236813600000003,0.3245,-0.9852
1,2024-06-21,1129.2997668,1123.68136,1133.79449224,1118.0629532,83054528.0,831176895.42,1.393034825870639,-5.6184068000000025,0.428,-0.4975
1,2024-06-24,1120.31031592,1121.43399728,1131.54712952,1110.19718368,94708154.0,944907465.65,1.8999999999999928,-2.2473627199999555,0.488,-0.2
1,2024-06-25,1122.55767864,1132.67081088,1138.28921768,1121.43399728,76999281.0,775332071.89,1.5030060120240487,11.236813600000003,0.3968,1.002
1,2024-06-26,1130.42344816,1132.67081088,1138.28921768,1125.92872272,62859871.0,633763882.09,1.0912698412698496,0.0,0.3239,0.0
1,2024-06-27,1130.42344816,1138.28921768,1147.27866856,1123.68136,92888197.0,938954397.5,2.083333333333322,5.6184068000000025,0.4787,0.496
1,2024-06-28,1134.9181736,1140.5365804,1152.89707536,1133.79449224,91808992.0,933947813.42,1.6781836130305987,2.2473627199999555,0.4731,0.1974
1,2024-07-01,1133.79449224,1163.0102076,1163.0102076,1128.17608544,134305149.0,1372549619.58,3.054187192118236,22.47362720000001,0.6921,1.9704
1,2024-07-02,1157.3918008,1168.6286144,1177.61806528,1155.14443808,138438570.0,1440864390.61,1.9323671497584547,5.6184068000000025,0.7134,0.4831
1,2024-07-03,1168.6286144,1158.51548216,1171.99965848,1156.26811944,71306746.0,737326421.16,1.3461538461538585,-10.11313224000014,0.3675,-0.8654
1,2024-07-04,1157.3918008,1152.89707536,1166.38125168,1151.773394,73504424.0,757464386.79,1.260911736178472,-5.6184068000000025,0.3788,-0.485
1,2024-07-05,1152.89707536,1120.31031592,1156.26811944,1114.69190912,171335386.0,1721256576.49,3.60623781676413,-32.58675943999992,0.8829,-2.8265
1,2024-07-08,1116.93927184,1115.81559048,1125.92872272,1106.8261396,86865962.0,864791776.33,1.7051153460381112,-4.494725439999911,0.4476,-0.4012
1,2024-07-09,1116.93927184,1131.54712952,1134.9181736,1113.56822776,103248530.0,1034316510.76,1.9133937562940715,15.731539039999916,0.5321,1.4099
1,2024-07-10,1131.54712952,1139.41289904,1146.1549872,1129.2997668,87386511.0,886626727.3,1.4895729890764655,7.865769519999958,0.4503,0.6951
1,2024-07-11,1147.27866856,1138.28921768,1149.52603128,1131.54712952,72139225.0,731789332.33,1.5779092702169712,-1.123681359999864,0.3717,-0.0986
1,2024-07-12,1137.16553632,1158.51548216,1158.51548216,1137.16553632,121416369.0,1246877665.6,1.8756169792694888,20.226264479999827,0.6257,1.7769
1,2024-07-15,1158.51548216,1160.76284488,1163.0102076,1152.89707536,86941247.0,896975833.16,0.8729388942774128,2.247362720000183,0.448,0.194
1,2024-07-16,1160.76284488,1157.3918008,1165.25757032,1150.64971264,94300811.0,971564894.83,1.2584704743465678,-3.371044080000047,0.4859,-0.2904
1,2024-07-17,1157.3918008,1168.6286144,1170.87597712,1155.14443808,122016835.0,1266412580.0,1.3592233009708663,11.236813600000003,0.6288,0.9709
1,2024-07-18,1166.38125168,1169.75229576,1171.99965848,1157.3918008,108706102.0,1127365070.67,1.2500000000000044,1.123681359999864,0.5602,0.0962
1,2024-07-19,1166.38125168,1165.25757032,1170.87597712,1156.26811944,89872324.0,929722661.62,1.2487992315081695,-4.494725439999911,0.4631,-0.3842
1,2024-07-22,1164.13388896,1149.52603128,1166.38125168,1145.03130584,99448087.0,1018663805.8,1.83220829315334,-15.731539039999916,0.5125,-1.35
1,2024-07-23,1151.773394,1143.90762448,1160.76284488,1141.66026176,102015363.0,1046994471.4,1.6617790811339364,-5.6184068000000025,0.5257,-0.4888
1,2024-07-24,1143.90762448,1138.28921768,1150.64971264,1137.16553632,72451757.0,736332832.11,1.178781925343808,-5.6184068000000025,0.3734,-0.4912
1,2024-07-25,1137.16553632,1133.79449224,1140.5365804,1123.68136,85640443.0,861750365.54,1.4807502467917084,-4.494725440000138,0.4413,-0.3949
1,2024-07-26,1134.9181736,1127.05240408,1137.16553632,1120.31031592,92955195.0,931879546.46,1.486620416253717,-6.7420881599998665,0.479,-0.5946
1,2024-07-29,1125.92872272,1136.04185496,1139.41289904,1120.31031592,78155243.0,788019058.61,1.6949152542372847,8.989450879999822,0.4027,0.7976
1,2024-07-30,1134.9181736,1132.67081088,1138.28921768,1127.05240408,61326795.0,618056610.32,0.9891196834817018,-3.37104407999982,0.316,-0.2967
1,2024-07-31,1132.67081088,1154.02075672,1155.14443808,1131.54712952,109690634.0,1117768674.7,2.0833333333333424,21.34994583999992,0.5653,1.8849
1,2024-08-01,1151.773394,1154.02075672,1159.63916352,1142.78394312,73388377.0,752688220.0,1.4605647517039928,0.0,0.3782,0.0
1,2024-08-02,1148.40234992,1139.41289904,1151.773394,1138.28921768,59022876.0,601173370.84,1.1684518013631902,-14.607857680000052,0.3042,-1.2658
1,2024-08-05,1136.04185496,1129.2997668,1148.40234992,1129.2997668,75897852.0,768980624.53,1.6765285996055197,-10.113132239999914,0.3911,-0.8876
1,2024-08-06,1131.54712952,1115.81559048,1137.16553632,1111.32086504,126553691.0,1261997756.88,2.288557213930353,-13.48417631999996,0.6522,-1.194
1,2024-08-07,1118.0629532,1115.81559048,1121.43399728,1113.56822776,51760842.0,514848813.1,0.7049345417925644,0.0,0.2667,0.0
1,2024-08-08,1114.69190912,1116.93927184,1121.43399728,1112.4445464,50041067.0,497548149.01,0.8056394763343447,1.123681359999864,0.2579,0.1007
1,2024-08-09,1119.18663456,1128.17608544,1134.9181736,1116.93927184,73027396.0,732886455.92,1.6096579476861257,11.236813600000003,0.3763,1.006
1,2024-08-12,1125.92872272,1124.80504136,1129.2997668,1121.43399728,35301346.0,353251351.4,0.6972111553784824,-3.371044080000047,0.1819,-0.2988
1,2024-08-13,1125.92872272,1118.0629532,1127.05240408,1114.69190912,62207720.0,620061491.92,1.0989010989011074,-6.7420881599998665,0.3206,-0.5994
1,2024-08-14,1116.93927184,1114.69190912,1121.43399728,1113.56822776,43638038.0,433380446.81,0.7035175879397151,-3.371044080000047,0.2249,-0.3015
1,2024-08-15,1114.69190912,1127.05240408,1130.42344816,1109.07350232,77624747.0,775851460.98,1.915322580645154,12.360494960000096,0.4,1.1089
1,2024-08-16,1132.67081088,1138.28921768,1147.27866856,1129.2997668,126036761.0,1277042000.97,1.5952143569292008,11.236813600000003,0.6495,0.997
1,2024-08-19,1138.28921768,1156.26811944,1157.3918008,1137.16553632,148298526.0,1520594687.55,1.7769002961500542,17.97890175999987,0.7642,1.5795
1,2024-08-20,1159.63916352,1161.88652624,1171.99965848,1155.14443808,156918665.0,1623147686.36,1.4577259475218665,5.6184068000000025,0.8086,0.4859
1,2024-08-21,1157.3918008,1163.0102076,1166.38125168,1147.27866856,103488781.0,1068207868.15,1.6441005802708095,1.1236813600000914,0.5333,0.0967
1,2024-08-22,1161.88652624,1166.38125168,1174.2470212,1159.63916352,110903039.0,1153871815.8,1.2560386473429996,3.371044080000047,0.5715,0.2899
1,2024-08-23,1167.50493304,1176.49438392,1179.865428,1159.63916352,107190571.0,1117475768.18,1.7341040462427788,10.113132239999914,0.5524,0.8671
1,2024-08-26,1179.865428,1178.74174664,1185.4838348,1170.87597712,74067524.0,775921848.78,1.2416427889207302,2.2473627199999555,0.3817,0.191
1,2024-08-27,1176.49438392,1171.99965848,1182.11279072,1165.25757032,72313658.0,755583764.04,1.429933269780744,-6.7420881599998665,0.3726,-0.572
1,2024-08-28,1169.75229576,1160.76284488,1171.99965848,1155.14443808,94254754.0,973872155.01,1.4381591562799625,-11.236813600000003,0.4857,-0.9588
1,2024-08-29,1158.51548216,1138.28921768,1166.38125168,1136.04185496,119767631.0,1221351092.13,2.613746369796725,-22.47362720000001,0.6172,-1.9361
1,2024-08-30,1136.04185496,1141.66026176,1152.89707536,1136.04185496,129405908.0,1318858687.52,1.4807502467917084,3.37104407999982,0.6668,0.2962
1,2024-09-02,1137.16553632,1136.04185496,1147.27866856,1133.79449224,96883550.0,983898750.95,1.1811023622047212,-5.6184068000000025,0.4993,-0.4921
1,2024-09-03,1136.04185496,1132.67081088,1138.28921768,1123.68136,91658122.0,920884663.15,1.2858555885262164,-3.37104407999982,0.4723,-0.2967
1,2024-09-04,1129.2997668,1125.92872272,1140.5365804,1123.68136,84799233.0,852224669.89,1.4880952380952388,-6.742088160000094,0.437,-0.5952
1,2024-09-05,1127.05240408,1131.54712952,1132.67081088,1121.43399728,59420876.0,595845842.53,0.9980039920159686,5.6184068000000025,0.3062,0.499
1,2024-09-06,1130.42344816,1132.67081088,1147.27866856,1129.2997668,87886543.0,891507833.61,1.5888778550148843,1.1236813600000914,0.4529,0.0993
1,2024-09-09,1129.2997668,1106.8261396,1131.54712952,1105.70245824,163917451.0,1624857668.46,2.2817460317460365,-25.844671280000057,0.8447,-2.2817
1,2024-09-10,1107.94982096,1112.4445464,1114.69190912,1098.96037008,76790114.0,756124763.92,1.4213197969543072,5.6184068000000025,0.3957,0.5076
1,2024-09-11,1110.19718368,1084.3525124,1110.19718368,1082.10514968,110872704.0,1078602467.68,2.5252525252525264,-28.09203400000001,0.5713,-2.5253
1,2024-09-12,1084.3525124,1094.46564464,1097.83668872,1079.85778696,58183405.0,564923215.58,1.6580310880828897,10.113132239999914,0.2998,0.9326
1,2024-09-13,1093.34196328,1089.9709192,1103.45509552,1089.9709192,56646190.0,553269703.6,1.232032854209442,-4.494725439999911,0.2919,-0.4107
1,2024-09-18,1092.21828192,1097.83668872,1098.96037008,1085.47619376,44361099.0,431665627.32,1.237113402061873,7.865769519999958,0.2286,0.7216
1,2024-09-19,1100.08405144,1102.33141416,1105.70245824,1087.72355648,68429311.0,669341181.7,1.6376663254861703,4.494725439999911,0.3526,0.4094
1,2024-09-20,1102.33141416,1112.4445464,1112.4445464,1098.96037008,79729714.0,785121198.91,1.223241590214064,10.11313224000014,0.4109,0.9174
1,2024-09-23,1111.32086504,1128.17608544,1133.79449224,1109.07350232,89690755.0,897428029.52,2.222222222222219,15.731539039999916,0.4622,1.4141
1,2024-09-24,1136.04185496,1165.25757032,1165.25757032,1132.67081088,163821319.0,1678174481.91,2.888446215139436,37.08148488000006,0.8442,3.2869
1,2024-09-25,1182.11279072,1179.865428,1202.3390552,1174.2470212,216069398.0,2285995369.39,2.410800385728063,14.607857680000052,1.1134,1.2536
1,2024-09-26,1179.865428,1252.9047164,1252.9047164,1179.865428,308645720.0,3341759455.52,6.1904761904761925,73.03928840000003,1.5905,6.1905
1,2024-09-27,1275.3783436,1283.24411312,1298.97565216,1239.42054008,384001637.0,4337985142.5,4.753363228699557,30.339396719999968,1.9788,2.4215
1,2024-09-30,1305.71774032,1372.01494056,1382.1280728,1298.97565216,543028364.0,6467438837.7,6.479859894921186,88.77082743999995,2.7983,6.9177
1,2024-10-08,1509.10406648,1447.30159168,1509.10406648,1386.62279824,588897778.0,7602664023.92,8.927108927108925,75.28665111999999,3.0347,5.4873
